transcript_id	seqnames	strand	gene	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence	CAGE_TSS_ratio	putatives_to_keep
ORF61-Multicistronic-Long-novTX_578	NC_001491.2	-	ORF61	Tombacz_et_al	Multicistronic-Long	mRNA.TU.34-TSS.3691.1-0--0.02::-	108308	distance <= 25	25	***	9		105829-108333				0	0	1	0	0	4	5	1	2	13	5		
ORF61-Multicistronic-Short-novTX_574	NC_001491.2	-	ORF61	Tombacz_et_al	Multicistronic-Short	mRNA.TU.34-TSS.3686.1-0--0.02::-	108176	distance <= 25	4	***	6		105829-108180				0	0	0	1	2	4	6	1	8	22	6		
ORF61-Multicistronic-Short-novTX_575	NC_001491.2	-	ORF61	Tombacz_et_al	Multicistronic-Short	mRNA.TU.34-TSS.3690.1-0--0.02::-	108305	distance <= 25	1	***	9		105829-108304				0	0	1	0	4	0	1	0	5	11	4		
ORF61-Multicistronic-Short-novTX_709	NC_001491.2	-	ORF61	Tombacz_et_al	Multicistronic-Short	mRNA.TU.34-TSS.3685.1-0--0.02::-	108172	distance <= 25	1	***	6		105829-108171				0	0	0	0	2	0	0	1	0	3	2		
ORF61-ORF60-ORF59-PC-Canonic	NC_001491.2	-	ORF61	Torma_et_al	Multicistronic	mRNA.TU.34-TSS.3691.1-0--0.02::-	108308	distance <= 25	9	***	9	106959.151707728	105829-108317				0	61	109	103	298	590	64	111	101	1437	8		
ORF62-ORF61-ORF60-ORF59-PC-Canonic	NC_001491.2	-	ORF62	Torma_et_al	Multicistronic	mRNA.TU.34-TSS.3702.1-0--0.03::-	108722	distance <= 25	10	***	9	47799.552804398	105829-108732				0	0	2	30	322	1692	352	1353	1201	4952	7		
ORF62-ORF61-ORF60-ORF59-PC-Long	NC_001491.2	-	ORF62	Torma_et_al	Multicistronic-Long			NA		***	5	1794.712687153	105829-110093				0	0	0	0	1	8	2	5	4	20	5		
ORF63	NC_001491.2	-	ORF63	Torma_et_al	Monocistronic			NA		***	9	56833.789480478	110319-112033				0	361	236	106	128	136	13	13	15	1008	8		
ORF63-L1	NC_001491.2	-	ORF63	Torma_et_al	Monocistronic-Long			NA		***	7	4447.052856904	110319-112623				0	0	0	0	1	12	5	14	38	70	5		
ORF63-Monocistronic-Short-novTX_710	NC_001491.2	-	ORF63	Tombacz_et_al	Monocistronic-Short			NA		***	9		110319-112011				0	1	1	1	0	1	1	0	2	7	6		
ORF63-Putative mRNA-novTX_584	NC_001491.2	-	ORF63	Tombacz_et_al	Putative mRNA	mRNA.TU.37-TSS.3815.1-0--0.3::-	111631	distance <= 25	11	**	5		110319-111620				0	0	0	0	0	0	2	1	1	4	3	0.0194207027540361	
ORF63-Putative mRNA-novTX_585	NC_001491.2	-	ORF63	Tombacz_et_al	Putative mRNA	mRNA.TU.37-TSS.3815.1-0--0.3::-	111631	distance <= 25	3	**	5		110319-111634				0	1	1	0	0	1	0	0	3	6	4	0.0194207027540361	
ORF63-Putative mRNA-novTX_586	NC_001491.2	-	ORF63	Tombacz_et_al	Putative mRNA	mRNA.TU.37-TSS.3818.1-0--0.46::-	111655	distance <= 25	6	**	5		110319-111661				0	0	0	0	1	0	1	0	4	6	3	0.0194207027540361	
ORF64	NC_001491.2	-	ORF64	Torma_et_al	Monocistronic			NA		***	8	6134.170306508	113821-118756				0	0	0	0	11	19	0	0	0	30	2		
ORF64-L1	NC_001491.2	-	ORF64	Torma_et_al	Monocistronic-Long			NA					113821-119214				0	0	0	0	4	5	0	0	2	11	3		
ORF64.1-L1	NC_001491.2	+	ORF64	Torma_et_al	Putative mRNA			NA					143946-149339				0	0	0	0	4	5	0	0	2	11	3		
ORF64_2	NC_001491.2	+	ORF64	Torma_et_al	Monocistronic			NA		***	8	6134.170306508	144404-149339				0	0	0	0	11	18	0	0	0	29	2		
ORF65	NC_001491.2	+	ORF65	Torma_et_al	Monocistronic	mRNA.TU.40-TSS.4616.2-0--0.53::+	121018	distance <= 25	16	***	9	201992.674786318	121002-122451				0	14	11	81	84	60	5	6	35	296	8		
ORF65-L1	NC_001491.2	+	ORF65	Torma_et_al	Monocistronic-Long			NA		*	2	663.841797805	120072-122451				0	0	0	0	2	15	1	2	11	31	5		
ORF65-Non-coding-intergenic-novTX_211	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding-intergenic	mRNA.TU.40-TSS.4729.1-0--0.35::+	122226	distance <= 100	63	***	9		122289-122451				0	1	0	4	0	1	0	1	1	8	5		
ORF65-Non-coding-intergenic-novTX_347	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding-intergenic	mRNA.TU.40-TSS.4729.1-0--0.35::+	122226	distance <= 100	72	***	9		122298-122451				0	0	0	2	0	2	0	0	0	4	2		
ORF65-Non-coding-novTX_203	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4688.1-0--0.26::+	121875	distance <= 25	12	**	3		121887-122451				0	0	0	2	1	2	2	0	1	8	5		
ORF65-Non-coding-novTX_204	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4695.1-0--0.44::+	121958	distance <= 25	5	***	8		121953-122451				0	0	2	11	5	1	4	2	4	29	7		
ORF65-Non-coding-novTX_205	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4696.1-0--1.05::+	121977	distance <= 25	4	***	8		121973-122451				0	0	0	8	2	5	2	1	6	24	6		
ORF65-Non-coding-novTX_206	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4707.1-0--0.61::+	122046	distance <= 25	1	***	8		122047-122451				0	0	1	10	1	1	2	0	5	20	6		
ORF65-Non-coding-novTX_207	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4711.1-0--5.27::+	122079	distance <= 25	1	***	8		122078-122451				0	1	4	21	4	2	2	1	4	39	8		
ORF65-Non-coding-novTX_208	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4717.1-0--0.53::+	122121	distance <= 25	6	***	8		122127-122451				0	0	1	3	0	0	0	0	0	4	2		
ORF65-Non-coding-novTX_209	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4728.1-0--0.7::+	122222	distance <= 25	8	***	8		122214-122451				0	0	1	14	3	3	1	0	3	25	6		
ORF65-Non-coding-novTX_269	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4669.1-0--0.79::+	121767	distance <= 25	2	***	8		121769-122451				0	0	1	3	1	1	1	1	2	10	7		
ORF65-Non-coding-novTX_270	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4700.1-0--0.88::+	122007	distance <= 25	3	***	8		122010-122451				0	0	0	6	0	3	3	1	2	15	5		
ORF65-Non-coding-novTX_304	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4679.1-0--1.58::+	121800	distance <= 25	1	***	8		121801-122451				0	0	1	4	0	1	3	2	3	14	6		
ORF65-Non-coding-novTX_337	NC_001491.2	+	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.40-TSS.4729.1-0--0.35::+	122226	distance <= 25	19	***	9		122245-122451				0	0	0	1	0	0	0	0	0	1	1		
ORF65-Non-coding-novTX_639	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4155.1-0--1.06::-	140942	distance <= 25	4	***	8		140709-140946				0	0	1	14	3	3	1	0	3	25	6		
ORF65-Non-coding-novTX_644	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4166.1-0--0.44::-	141051	distance <= 25	12	***	8		140709-141063				0	1	4	20	3	2	2	0	3	35	7		
ORF65-Non-coding-novTX_645	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4167.1-0--3.36::-	141081	distance <= 25	1	***	8		140709-141082				0	0	1	4	1	0	0	1	1	8	5		
ORF65-Non-coding-novTX_646	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4170.1-0--0.53::-	141106	distance <= 25	7	***	8		140709-141113				0	0	1	10	1	1	2	0	5	20	6		
ORF65-Non-coding-novTX_647	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4175.1-0--0.8::-	141149	distance <= 25	1	***	8		140709-141150				0	0	0	8	0	4	3	1	2	18	5		
ORF65-Non-coding-novTX_648	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4185.1-0--0.71::-	141201	distance <= 25	6	***	8		140709-141207				0	0	1	9	4	4	3	1	7	29	7		
ORF65-Non-coding-novTX_649	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4189.1-0--0.53::-	141238	distance <= 25	7	***	8		140709-141245				0	0	1	8	3	1	3	2	3	21	7		
ORF65-Non-coding-novTX_671	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4190.1-0--0.53::-	141257	distance <= 25	16	**	3		140709-141273				0	0	0	2	1	2	2	0	1	8	5		
ORF65-Non-coding-novTX_716	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4214.1-0--2.12::-	141381	distance <= 25	10	***	8		140709-141391				0	0	1	3	1	1	1	1	2	10	7		
ORF65-Non-coding-novTX_738	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4209.1-0--1.94::-	141359	distance <= 25	0	***	8		140709-141359				0	0	1	4	1	1	3	2	4	16	7		
ORF65-Non-coding-novTX_767	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding	mRNA.TU.46-TSS.4231.1-0--1.33::-	141542	distance <= 25	1	***	6		140709-141543				0	0	1	3	1	0	0	0	0	5	3		
ORF65-Non-coding-short-novTX_634	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding-short	mRNA.TU.46-TSS.4154.1-0--0.71::-	140938	distance <= 100	67	***	9		140709-140871				0	1	0	4	0	1	0	1	1	8	5		
ORF65-Non-coding-short-novTX_775	NC_001491.2	-	ORF65	Tombacz_et_al	Non-coding-short	mRNA.TU.46-TSS.4154.1-0--0.71::-	140938	distance <= 100	76	***	9		140709-140862				0	0	0	2	0	2	0	0	0	4	2		
ORF65-ORF66-PC	NC_001491.2	+		Torma_et_al	Multicistronic	mRNA.TU.40-TSS.4616.2-0--0.53::+	121018	distance <= 25	21				120997-123600																
ORF65-Putative mRNA-novTX_201	NC_001491.2	+	ORF65	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.4661.1-0--0.53::+	121697	distance <= 25	10	**	5		121687-122451				0	0	0	6	0	0	2	0	1	9	3	0.00954619704619705	
ORF65-Putative mRNA-novTX_340	NC_001491.2	+	ORF65	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.4654.1-0--0.88::+	121618	distance <= 25	1	***	6		121617-122451				0	0	1	3	1	0	0	0	0	5	3	0.00954619704619705	
ORF65-Putative mRNA-novTX_677	NC_001491.2	-	ORF65	Tombacz_et_al	Putative mRNA	mRNA.TU.46-TSS.4222.1-0--3.18::-	141461	distance <= 25	12	**	5		140709-141473				0	0	0	8	0	0	2	0	2	12	3		
ORF65-Putative mRNA-novTX_764	NC_001491.2	-	ORF65	Tombacz_et_al	Putative mRNA	mRNA.TU.46-TSS.4154.1-0--0.71::-	140938	distance <= 25	23	***	9		140709-140915				0	0	0	1	0	0	0	0	0	1	1		
ORF65-S	NC_001491.2	+	ORF65	Torma_et_al	Monocistronic-Short	mRNA.TU.40-TSS.4619.1-0--0.53::+	121331	distance <= 50	31	**	4	1098.56362286	121300-122451				0	4	21	65	12	14	6	1	5	128	8		
ORF65.1	NC_001491.2	-	ORF65	Torma_et_al	Putative mRNA	mRNA.TU.46-TSS.4272.2-0--0.53::-	142142	distance <= 25	16	***	9	200987.609388687	140709-142158				0	15	11	85	86	61	5	6	35	304	8		
ORF65.1-L1	NC_001491.2	-	ORF65	Torma_et_al	Putative mRNA			NA		*	2	663.841797805	140709-143088				0	0	0	0	2	15	1	2	12	32	5		
ORF65.1-S	NC_001491.2	-	ORF65	Torma_et_al	Putative mRNA	mRNA.TU.46-TSS.4270.1-0--1.94::-	141868	distance <= 25	8	**	4	1098.56362286	140709-141860				0	4	20	66	12	13	6	1	5	127	8		
ORF66	NC_001491.2	+	ORF66	Torma_et_al	Monocistronic	mRNA.TU.41-TSS.4738.1-0--53.85::+	122839	distance <= 25	14	***	9	12428.941132688	122825-123602				0	1	1	52	122	170	23	18	7	394	8		
ORF66.1	NC_001491.2	-	ORF66	Torma_et_al	Putative mRNA	mRNA.TU.45-TSS.4145.1-0--100.0::-	140321	distance <= 25	14	***	9	12428.941132688	139558-140335				0	1	1	52	122	170	23	18	7	394	8		
ORF67	NC_001491.2	-	ORF67	Torma_et_al	Monocistronic	mRNA.TU.40-TSS.4089.1-0--0.19::-	125328	distance <= 25	7	***	9	599025.292022764	124283-125335				3	515	254	617	2555	3213	434	300	1054	8945	9		
ORF67-Monocistronic-Short-novTX_2	NC_001491.2	+	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.54-TSS.5636.1-0--0.15::+	137851	distance <= 25	4	***	9		137847-138877				0	1	0	1	1	3	3	0	0	9	5		
ORF67-Monocistronic-Short-novTX_295	NC_001491.2	+	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.54-TSS.5662.1-0--0.5::+	137964	distance <= 25	1	***	9		137965-138877				0	0	0	2	1	0	1	0	1	5	4		
ORF67-Monocistronic-Short-novTX_3	NC_001491.2	+	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.51-TSS.5651.1-0--23.44::+	137911	distance <= 25	0	***	9		137911-138877				0	0	1	5	3	7	4	0	2	22	6		
ORF67-Monocistronic-Short-novTX_321	NC_001491.2	+	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.54-TSS.5639.1-0--0.2::+	137865	distance <= 25	1	***	9		137864-138877				0	0	2	4	1	3	2	1	2	15	7		
ORF67-Monocistronic-Short-novTX_323	NC_001491.2	+	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.54-TSS.5655.1-0--0.95::+	137926	distance <= 25	1	***	9		137925-138877				0	0	1	5	4	1	2	1	2	16	7		
ORF67-Monocistronic-Short-novTX_736	NC_001491.2	-	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.40-TSS.4063.1-0--0.19::-	125217	distance <= 25	2	***	9		124283-125219				0	0	1	5	4	1	3	0	1	15	6		
ORF67-Monocistronic-Short-novTX_737	NC_001491.2	-	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.40-TSS.4070.1-0--0.19::-	125249	distance <= 25	0	***	9		124283-125249				0	0	0	4	2	7	3	1	3	20	6		
ORF67-Monocistronic-Short-novTX_752	NC_001491.2	-	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.40-TSS.4083.1-0--0.27::-	125296	distance <= 25	0	***	9		124283-125296				0	0	2	5	2	3	3	1	2	18	7		
ORF67-Monocistronic-Short-novTX_756	NC_001491.2	-	ORF67	Tombacz_et_al	Monocistronic-Short	mRNA.TU.40-TSS.4087.1-0--0.21::-	125310	distance <= 25	3	***	9		124283-125313				0	1	1	9	1	5	2	0	5	24	7		
ORF67-ORF68-ORF69-ORF70-ORF71	NC_001491.2	+		Torma_et_al	Multicistronic			NA					124305-131598																
ORF67-ORF68-ORF69-ORF70-ORF71-ORF72-ORF73-ORF74	NC_001491.2	-		Torma_et_al	Multicistronic			NA					124289-137215																
ORF67-Putative mRNA-novTX_243	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5783.1-0--0.2::+	138482	distance <= 25	0	***	7		138482-138877				0	0	0	0	3	7	1	0	5	16	4		
ORF67-Putative mRNA-novTX_277	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5695.1-0--0.71::+	138098	distance <= 25	0	**	5		138098-138877				0	1	0	1	1	4	0	1	3	11	6		
ORF67-Putative mRNA-novTX_278	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5769.1-0--0.07::+	138418	distance <= 25	0	**	4		138418-138877				0	0	0	2	1	0	0	0	0	3	2		
ORF67-Putative mRNA-novTX_279	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5800.1-0--0.68::+	138565	distance <= 25	1	**	5		138566-138877				0	0	1	12	1	1	1	1	0	17	6		
ORF67-Putative mRNA-novTX_307	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5742.1-0--1.43::+	138292	distance <= 25	2	***	7		138290-138877				0	0	0	3	5	3	8	2	1	22	6		
ORF67-Putative mRNA-novTX_317	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5731.1-0--0.46::+	138253	distance <= 25	1	***	7		138254-138877				0	0	1	8	1	4	5	0	5	24	6		
ORF67-Putative mRNA-novTX_335	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5793.1-0--1.56::+	138529	distance <= 25	0	**	5		138529-138877				0	0	0	4	2	4	1	0	4	15	5		
ORF67-Putative mRNA-novTX_351	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5745.1-0--0.23::+	138313	distance <= 25	5	***	7		138308-138877				0	0	0	1	0	0	0	1	0	2	2		
ORF67-Putative mRNA-novTX_6	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5714.1-0--0.68::+	138174	distance <= 25	1	***	7		138175-138877				0	0	0	2	5	6	2	0	1	16	5		
ORF67-Putative mRNA-novTX_7	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5723.1-0--0.65::+	138217	distance <= 25	1	***	7		138216-138877				0	0	1	3	1	2	3	0	1	11	6		
ORF67-Putative mRNA-novTX_723	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3922.1-0--0.88::-	124593	distance <= 25	1	**	5		124283-124594				0	0	1	14	2	2	1	1	0	21	6	0.0067215448633992	
ORF67-Putative mRNA-novTX_724	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3952.1-0--0.44::-	124744	distance <= 25	2	**	4		124283-124742				0	0	0	2	2	1	1	0	0	6	4	0.0067215448633992	
ORF67-Putative mRNA-novTX_725	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3967.1-0--1.15::-	124787	distance <= 25	1	**	4		124283-124786				0	0	1	1	0	2	2	0	1	7	5	0.0067215448633992	
ORF67-Putative mRNA-novTX_726	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.4004.1-0--0.83::-	124943	distance <= 25	1	***	7		124283-124944				0	0	1	3	2	3	3	0	1	13	6	0.0067215448633992	
ORF67-Putative mRNA-novTX_727	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.4029.1-0--0.37::-	125062	distance <= 25	0	**	5		124283-125062				0	1	0	1	1	4	0	1	3	11	6	0.0067215448633992	
ORF67-Putative mRNA-novTX_744	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3982.1-0--0.12::-	124850	distance <= 25	2	***	7		124283-124852				0	0	0	4	5	2	7	3	1	22	6	0.0067215448633992	
ORF67-Putative mRNA-novTX_745	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.4015.1-0--0.07::-	124983	distance <= 25	2	***	7		124283-124985				0	0	0	1	4	5	2	0	1	13	5	0.0067215448633992	
ORF67-Putative mRNA-novTX_749	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3993.1-0--0.19::-	124907	distance <= 25	1	***	7		124283-124906				0	0	1	8	1	5	6	0	5	26	6	0.0067215448633992	
ORF67-Putative mRNA-novTX_760	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3930.1-0--1.46::-	124630	distance <= 25	1	**	5		124283-124631				0	0	0	2	1	3	1	0	4	11	5	0.0067215448633992	
ORF67-Putative mRNA-novTX_777	NC_001491.2	-	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.40-TSS.3941.1-0--0.13::-	124678	distance <= 25	0	***	7		124283-124678				0	0	0	0	3	7	1	0	4	15	4	0.0067215448633992	
ORF67-Putative mRNA-novTX_8	NC_001491.2	+	ORF67	Tombacz_et_al	Putative mRNA	mRNA.TU.54-TSS.5758.1-0--1.13::+	138373	distance <= 25	1	**	4		138374-138877				0	0	1	1	0	3	3	0	1	9	5		
ORF67.1	NC_001491.2	+	ORF67	Torma_et_al	Putative mRNA	mRNA.TU.50-TSS.5635.1-0--38.1::+	137837	distance <= 25	12	***	9	598827.546323734	137825-138877				3	515	254	617	2553	3212	434	300	1053	8941	9		
ORF68-ORF67-PC-Canonic	NC_001491.2	-	ORF68	Torma_et_al	Multicistronic	mRNA.TU.40-TSS.4120.1-0--0.01::-	126339	distance <= 25	19	***	9	11681.601939274	124283-126358				0	0	0	3	53	202	14	18	42	332	6		
ORF68-ORF67-PC-Long	NC_001491.2	-	ORF68	Torma_et_al	Multicistronic-Long			NA		**	3	414.72852833	124283-126611				0	0	0	0	3	20	2	1	2	28	5		
ORF69	NC_001491.2	+	ORF69	Torma_et_al	Monocistronic	mRNA.TU.43-TSS.4753.1-0--0.14::+	126348	distance <= 25	10	***	9	107934.137304618	126338-127862				0	0	0	6	3	5	0	1	0	15	4		
ORF69-ORF68-ORF67-CX-Canonic	NC_001491.2	-	ORF68	Torma_et_al	Multicistronic			NA					124283-127577				0	0	0	0	2	13	1	3	7	26	5		
ORF69-ORF68-ORF67-CX-Long	NC_001491.2	-	ORF68	Torma_et_al	Multicistronic-Long			NA					124283-128030				0	0	0	0	0	1	0	3	2	6	3		
ORF69-ORF68-ORF67-CX-Long-2	NC_001491.2	-	ORF68	Torma_et_al	Multicistronic-Long			NA		**	3	620.413615766	124283-128110				0	0	0	0	0	13	1	1	5	20	4		
ORF69-ORF70-ORF71-PC-Canonic	NC_001491.2	+	ORF69	Torma_et_al	Multicistronic	mRNA.TU.43-TSS.4753.1-0--0.14::+	126348	distance <= 25	10	***	9	107934.137304618	126338-131601				0	0	0	0	1	0	0	0	0	1	1		
ORF69-ORF70-PC-Canonic	NC_001491.2	+	ORF69	Torma_et_al	Multicistronic	mRNA.TU.43-TSS.4753.1-0--0.14::+	126348	distance <= 25	10	***	9	107934.137304618	126338-128944				1	223	205	145	285	296	19	27	31	1232	9		
ORF7-ORF6-ORF5-ORF4-PC-Canonic	NC_001491.2	-	ORF7	Torma_et_al	Multicistronic			NA		***	8	9141.218838931	3635-10331				0	0	0	0	0	2	0	0	0	2	1		
ORF7-ORF6-ORF5-PC-Canonic	NC_001491.2	-	ORF7	Torma_et_al	Multicistronic			NA		***	8	9141.218838931	4391-10331				0	3	2	0	9	15	0	1	2	32	6		
ORF7-ORF8-CX-Canonic	NC_001491.2	+	ORF8	Torma_et_al	Multicistronic			NA					6466-11067				0	0	0	1	5	44	2	11	7	70	6		
ORF7-ORF8-CX-Long	NC_001491.2	+	ORF8	Torma_et_al	Multicistronic-Long			NA					6149-11067				0	0	0	0	0	2	0	10	3	15	3		
ORF70	NC_001491.2	+	ORF70	Torma_et_al	Monocistronic	mRNA.TU.43-TSS.4795.1-0--0.21::+	127636	distance <= 25	2	***	9	152043.7160722	127634-128944				3	36	10	42	365	1537	224	191	208	2616	9		
ORF70-L1	NC_001491.2	+	ORF70	Torma_et_al	Monocistronic-Long	mRNA.TU.43-TSS.4757.1-0--0.28::+	126359	distance <= 100	54	***	5	1778.254570198	126413-128944				0	0	3	4	9	35	16	16	25	108	7		
ORF70-L2	NC_001491.2	+	ORF70	Torma_et_al	Monocistronic-Long			NA		**	4	902.101541511	126875-128944				0	0	2	2	9	9	0	2	2	26	6		
ORF70-Monocistronic-Short-novTX_214	NC_001491.2	+	ORF70	Tombacz_et_al	Monocistronic-Short	mRNA.TU.42-TSS.4800.1-0--7.38::+	127654	distance <= 25	1	***	9		127655-128944				0	0	0	2	0	1	2	2	0	7	4		
ORF70-ORF69-ORF68-ORF67-CX	NC_001491.2	-	ORF68	Torma_et_al	Multicistronic			NA					124283-129214				0	0	0	0	4	6	0	1	1	12	4		
ORF70-ORF71-ORF72-ORF73-PC-Canonic	NC_001491.2	+	ORF70	Torma_et_al	Multicistronic	mRNA.TU.43-TSS.4795.1-0--0.21::+	127636	distance <= 25	2	***	9	152043.7160722	127634-134249				0	0	0	0	1	4	0	0	0	5	2		
ORF70-Putative mRNA-novTX_216	NC_001491.2	+	ORF70	Tombacz_et_al	Putative mRNA	mRNA.TU.43-TSS.4842.1-0--0.14::+	127930	distance <= 25	4	***	3		127926-128944				0	0	0	0	4	6	1	0	2	13	4	0.00752043813001032	
ORF71	NC_001491.2	+	ORF71	Torma_et_al	Monocistronic			NA		***	8	6139.972751222	129051-131601				0	0	0	0	2	184	103	300	210	799	5		
ORF71-Non-coding-novTX_219	NC_001491.2	+	ORF71	Tombacz_et_al	Non-coding	mRNA.TU.45-TSS.5014.1-0--0.19::+	130294	distance <= 25	11	**	4		130283-131598				0	0	0	0	0	1	2	1	0	4	3		
ORF71-ORF72-ORF73-PC-Canonic	NC_001491.2	+	ORF71	Torma_et_al	Multicistronic			NA		***	8	6139.972751222	129051-134249				0	0	0	0	2	42	5	63	72	184	5		
ORF71.5	NC_001491.2	+	ORF71	Torma_et_al	Putative mRNA	mRNA.TU.45-TSS.5108.1-0--0.39::+	131126	distance <= 25	0				131126-131601				0	0	1	6	4	40	155	65	52	323	7		
ORF72-ORF73-ORF74-ORF75-PC-Canonic	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic	mRNA.TU.45-TSS.5036.1-0--0.58::+	130653	distance <= 25	19	**	4	965.644234754	130634-136464				0	0	0	0	0	1	0	0	0	1	1		
ORF72-ORF73-PC-Canonic	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic	mRNA.TU.47-TSS.5163.1-0--0.09::+	131522	distance <= 25	7	***	9	9664.660538414	131515-134249				0	0	0	1	21	409	168	442	466	1507	6		
ORF72-ORF73-PC-Long	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic-Long	mRNA.TU.45-TSS.5014.1-0--0.19::+	130294	distance <= 100	93				130201-134249				0	0	0	0	0	1	2	0	2	5	3		
ORF72-ORF73-PC-Long-1	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic-Long			NA					129474-134249				0	0	0	0	0	3	0	3	6	12	3		
ORF72-ORF73-PC-Long-2	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic-Long			NA		***	7	6989.263544277	130020-134249				0	1	0	0	6	16	2	2	0	27	5		
ORF72-ORF73-PC-Long-3	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic-Long	mRNA.TU.45-TSS.5062.1-0--0.97::+	130853	distance <= 25	0				130853-134249				0	0	0	0	0	1	2	1	2	6	4		
