seqnames	strand	transcript_id	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	gene	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence
NC_001491.2	-	ORF44.5	Torma_et_al	Putative mRNA			NA					83090-83510				ORF44	0	0	0	5	0	5	17	6	6	39	5
NC_001491.2	-	ORF44.6	Torma_et_al	Putative mRNA	mRNA.TU.18-TSS.104.1-0--76.92	83947	distance <= 25	14				83090-83961				ORF44	0	0	1	1	4	26	23	18	28	101	7
NC_001491.2	-	ORF44.7	Torma_et_al	Putative mRNA			NA		***	7	3175.032342251	83090-84687				ORF44	0	0	0	0	2	3	6	4	9	24	5
NC_001491.2	-	ORF49-Antisense-Long-novTX_512	Tombacz_et_al	Antisense-Long			NA		***	7		89245-90532				ORF49	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	-	ORF49-Antisense-Long-novTX_706	Tombacz_et_al	Antisense-Long			NA		***	7		89245-90504															
NC_001491.2	-	ORF5	Torma_et_al		mRNA.TU.3-TSS.17.1-0--18.38	5937	distance <= 25	15	***	9	69186.87112231	4391-5952				ORF5	0	390	454	380	404	588	58	51	57	2382	8
NC_001491.2	-	ORF5-L1	Torma_et_al				NA					4391-6509				ORF5	0	0	0	0	1	3	6	11	8	29	5
NC_001491.2	-	ORF5-L2	Torma_et_al				NA					4391-6901				ORF5	0	0	0	0	0	5	10	11	9	35	4
NC_001491.2	-	ORF5-Monocistronic-Short-novTX_778	Tombacz_et_al	Monocistronic-Short	mRNA.TU.3-TSS.17.1-0--18.38	5937	distance <= 25	4	***	9		4391-5941				ORF5	0	1	1	0	0	0	0	0	0	2	2
NC_001491.2	-	ORF5-ORF4-PC-Canonic	Torma_et_al		mRNA.TU.3-TSS.17.1-0--18.38	5937	distance <= 25	15	***	9	69186.87112231	3635-5952				ORF5	0	16	15	7	11	9	3	4	1	66	8
NC_001491.2	-	ORF5-Putative mRNA-novTX_363	Tombacz_et_al	Putative mRNA	mRNA.TU.3-TSS.13.1-0--5.41	5054	distance <= 25	9	***	3		4391-5063				ORF5	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	-	ORF5-Putative mRNA-novTX_366	Tombacz_et_al	Putative mRNA			NA		**	5		4391-5770				ORF5	0	0	0	1	1	0	0	1	1	4	4
NC_001491.2	-	ORF5-Putative mRNA-novTX_783	Tombacz_et_al	Putative mRNA			NA		**	5		4391-5786				ORF5	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF52	Torma_et_al		mRNA.TU.19-TSS.124.1-0--10.5	94733	distance <= 25	14	***	9	9746.277418234	93031-94747				ORF52	0	0	0	5	55	575	555	1320	1764	4274	6
NC_001491.2	-	ORF52-L1	Torma_et_al				NA					93031-95145				ORF52	0	0	0	0	12	34	9	23	20	98	5
NC_001491.2	-	ORF52-L2	Torma_et_al				NA		*	1	105.163529288	93031-95921				ORF52	0	0	0	0	0	5	2	6	6	19	4
NC_001491.2	-	ORF52-L3	Torma_et_al				NA					93031-96281				ORF52	0	0	0	0	1	12	5	11	12	41	5
NC_001491.2	-	ORF52-Monocistronic-Long-novTX_526	Tombacz_et_al	Monocistronic-Long	mRNA.TU.19-TSS.124.1-0--10.5	94733	distance <= 100	73	***	3		93031-94806				ORF52	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF52-Non-coding-novTX_770	Tombacz_et_al	Non-coding	mRNA.TU.19-TSS.105.1-0--3.94	93301	distance <= 100	59	**	3		93031-93242				ORF52	0	0	0	0	0	0	3	0	0	3	1
NC_001491.2	-	ORF52-ORF51-ORF50-ORF49-ORF48-ORF44_47-ORF46-ORF45-CX-Canonic	Torma_et_al		mRNA.TU.19-TSS.123.1-0--8.53	94531	distance <= 25	20	***	9	117024.764956876	83090-94551															
NC_001491.2	-	ORF52-Putative mRNA-novTX_520	Tombacz_et_al	Putative mRNA	mRNA.TU.19-TSS.122.1-0--4.2	94136	distance <= 100	91	**	4		93031-94227				ORF52	0	0	0	0	0	1	2	0	0	3	2
NC_001491.2	-	ORF52-Putative mRNA-novTX_722	Tombacz_et_al	Putative mRNA	mRNA.TU.19-TSS.121.1-0--3.15	94103	distance <= 25	6	**	3		93031-94097				ORF52	0	0	0	0	0	2	0	1	0	3	2
NC_001491.2	-	ORF52-Putative mRNA-novTX_784	Tombacz_et_al	Putative mRNA	mRNA.TU.19-TSS.105.1-0--3.94	93301	distance <= 25	6	***	6		93031-93295				ORF52	0	0	0	0	0	0	2	0	0	2	1
NC_001491.2	-	ORF53-ORF52-CX-Canonic	Torma_et_al				NA					93031-98109				ORF52	0	0	0	0	2	1	0	0	0	3	2
NC_001491.2	-	ORF55	Torma_et_al		mRNA.TU.20-TSS.125.1-0--100.0	100442	distance <= 25	20	***	9	13512.047141939	99349-100462				ORF55	0	1	9	24	48	46	6	2	2	138	8
NC_001491.2	-	ORF55-L1	Torma_et_al				NA					99349-101555				ORF55	0	0	0	3	4	6	0	1	3	17	5
NC_001491.2	-	ORF55-ORF56-PC-Canonic	Torma_et_al				NA					99349-102618				ORF56	0	1	2	2	5	24	1	7	5	47	8
NC_001491.2	-	ORF55-ORF56-PC-Long	Torma_et_al				NA					99349-103717															
NC_001491.2	-	ORF56-ORF55-PC-Short	Torma_et_al				NA					99349-102450				ORF56	0	0	0	0	17	29	0	5	4	55	4
NC_001491.2	-	ORF59	Torma_et_al		mRNA.TU.21-TSS.132.1-0--51.83	106493	distance <= 25	11	***	8	6585.117890563	105829-106504				ORF59	0	1	1	98	301	2818	4251	5288	6746	19504	8
NC_001491.2	-	ORF59-L1	Torma_et_al		mRNA.TU.21-TSS.137.1-0--1.17	106825	distance <= 25	24	**	4	822.801285937	105829-106801				ORF59	0	0	0	3	3	7	7	5	7	32	6
NC_001491.2	-	ORF59-L2	Torma_et_al		mRNA.TU.21-TSS.139.1-0--5.35	107124	distance <= 100	65				105829-107059				ORF59	0	0	1	1	2	9	22	6	21	62	7
NC_001491.2	-	ORF59-Monocistronic-Long-novTX_743	Tombacz_et_al	Monocistronic-Long	mRNA.TU.21-TSS.136.1-0--1.31	106755	distance <= 50	26	**	4		105829-106781															
NC_001491.2	-	ORF59-Monocistronic-Long-novTX_769	Tombacz_et_al	Monocistronic-Long	mRNA.TU.21-TSS.134.1-0--10.9	106661	distance <= 25	13	***	9		105829-106674															
NC_001491.2	-	ORF59-Monocistronic-Short-novTX_772	Tombacz_et_al	Monocistronic-Short	mRNA.TU.21-TSS.132.1-0--51.83	106493	distance <= 50	50	**	5		105829-106443				ORF59	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF59-Monocistronic-Short-novTX_780	Tombacz_et_al	Monocistronic-Short	mRNA.TU.21-TSS.132.1-0--51.83	106493	distance <= 25	18	**	5		105829-106475															
NC_001491.2	-	ORF59-Non-coding-novTX_527	Tombacz_et_al	Non-coding			NA		**	4		105829-105968				ORF59	0	0	0	0	0	1	1	0	0	2	2
NC_001491.2	-	ORF59-Putative mRNA-novTX_707	Tombacz_et_al	Putative mRNA	mRNA.TU.21-TSS.129.1-0--6.27	106199	distance <= 25	5	***	6		105829-106204				ORF59	0	0	0	0	0	0	1	0	1	2	2
NC_001491.2	-	ORF59-Putative mRNA-novTX_708	Tombacz_et_al	Putative mRNA	mRNA.TU.21-TSS.131.1-0--4.11	106276	distance <= 25	2	***	6		105829-106278				ORF59	0	0	0	1	0	0	1	0	1	3	3
NC_001491.2	-	ORF59-Putative mRNA-novTX_763	Tombacz_et_al	Putative mRNA	mRNA.TU.21-TSS.131.1-0--4.11	106276	distance <= 100	70	***	3		105829-106346				ORF59	0	0	0	0	0	2	1	0	3	6	3
NC_001491.2	-	ORF59-Putative mRNA-novTX_771	Tombacz_et_al	Putative mRNA	mRNA.TU.21-TSS.131.1-0--4.11	106276	distance <= 50	27	***	6		105829-106303				ORF59	0	0	0	0	0	0	1	0	1	2	2
NC_001491.2	-	ORF59-Putative mRNA-novTX_774	Tombacz_et_al	Putative mRNA	mRNA.TU.21-TSS.130.1-0--2.68	106231	distance <= 25	1	***	6		105829-106232				ORF59	0	0	0	0	0	1	4	0	5	10	3
NC_001491.2	-	ORF59-Putative mRNA-novTX_782	Tombacz_et_al	Putative mRNA	mRNA.TU.21-TSS.128.1-0--3.2	106173	distance <= 50	31	***	3		105829-106142				ORF59	0	0	0	1	0	1	2	1	2	7	5
NC_001491.2	-	ORF6-ORF4-ORF3-ORF2-CX-Canonic	Torma_et_al				NA		***	9	20599.270658559	1918-7400				ORF6	0	0	0	0	0	4	1	9	6	20	4
NC_001491.2	-	ORF6-ORF5-ORF4-PC-Canonic	Torma_et_al				NA		***	9	20599.270658559	3635-7400				ORF6	0	0	0	0	1	15	4	28	30	78	5
NC_001491.2	-	ORF6-ORF5-PC-Long	Torma_et_al				NA		**	4	888.236564285	4391-7535				ORF6	0	0	0	0	1	3	3	4	3	14	5
NC_001491.2	-	ORF6-ORF5-PC-canonic	Torma_et_al				NA		***	9	20599.270658559	4391-7400				ORF6	1	0	0	11	113	522	215	746	475	2083	7
NC_001491.2	-	ORF60-ORF59-PC-Canonic	Torma_et_al		mRNA.TU.21-TSS.139.1-0--5.35	107124	distance <= 25	13	***	9	14846.151271311	105829-107137				ORF60	0	1	0	5	86	2997	1153	2531	3110	9883	7
NC_001491.2	-	ORF60-ORF59-PC-Long	Torma_et_al				NA		*	2	565.33403924	105829-107726				ORF60	0	0	0	0	1	7	2	8	11	29	5
NC_001491.2	-	ORF60-ORF59-PC-Long-1	Torma_et_al				NA		**	4	810.219926392	105829-107626				ORF60	0	1	2	0	0	8	3	4	8	26	6
NC_001491.2	-	ORF60-ORF59-PC-Long-2	Torma_et_al				NA		*	1	395.491398062	105829-108039				ORF60	0	0	0	2	5	13	3	3	6	32	6
NC_001491.2	-	ORF60-ORF59-PC-Long-3	Torma_et_al				NA					105829-107656				ORF60	0	2	0	3	3	14	1	4	6	33	7
NC_001491.2	-	ORF61-Multicistronic-Long-novTX_578	Tombacz_et_al	Multicistronic-Long			NA		***	9		105829-108333															
NC_001491.2	-	ORF61-Multicistronic-Short-novTX_574	Tombacz_et_al	Multicistronic-Short			NA		***	6		105829-108180				ORF61	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	-	ORF61-Multicistronic-Short-novTX_575	Tombacz_et_al	Multicistronic-Short			NA		***	9		105829-108304				ORF61	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	-	ORF61-Multicistronic-Short-novTX_709	Tombacz_et_al	Multicistronic-Short			NA		***	6		105829-108171				ORF61	0	0	0	0	2	0	0	1	0	3	2
NC_001491.2	-	ORF61-ORF60-ORF59-PC-Canonic	Torma_et_al				NA		***	9	106959.151707728	105829-108317				ORF61	0	53	89	92	261	532	63	104	93	1287	8
NC_001491.2	-	ORF62-ORF61-ORF60-ORF59-PC-Canonic	Torma_et_al		mRNA.TU.21-TSS.140.1-0--0.59	108713	distance <= 25	19	***	9	47799.552804398	105829-108732				ORF62	0	0	1	28	230	1206	250	927	678	3320	7
NC_001491.2	-	ORF62-ORF61-ORF60-ORF59-PC-Long	Torma_et_al				NA		***	5	1794.712687153	105829-110093				ORF62	0	0	0	0	1	7	1	4	4	17	5
NC_001491.2	-	ORF63	Torma_et_al				NA		***	9	56833.789480478	110319-112033				ORF63	0	316	194	86	90	95	8	7	7	803	8
NC_001491.2	-	ORF63-L1	Torma_et_al				NA		***	7	4447.052856904	110319-112623				ORF63	0	0	0	0	0	12	2	13	31	58	4
NC_001491.2	-	ORF63-Monocistronic-Short-novTX_710	Tombacz_et_al	Monocistronic-Short			NA		***	9		110319-112011				ORF63	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF63-Putative mRNA-novTX_584	Tombacz_et_al	Putative mRNA			NA		**	5		110319-111620				ORF63	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	-	ORF63-Putative mRNA-novTX_585	Tombacz_et_al	Putative mRNA			NA		**	5		110319-111634				ORF63	0	0	1	0	0	0	0	0	0	1	1
NC_001491.2	-	ORF63-Putative mRNA-novTX_586	Tombacz_et_al	Putative mRNA			NA		**	5		110319-111661															
NC_001491.2	-	ORF64	Torma_et_al				NA		***	8	6134.170306508	113821-118756				ORF64	0	0	0	0	10	17	0	0	0	27	2
NC_001491.2	-	ORF64-L1	Torma_et_al				NA					113821-119214				ORF64	0	0	0	0	3	5	0	0	2	10	3
NC_001491.2	-	ORF65-Non-coding-novTX_639	Tombacz_et_al	Non-coding			NA		***	8		140709-140946				ORF65	0	0	0	3	0	0	0	0	2	5	2
NC_001491.2	-	ORF65-Non-coding-novTX_644	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.156.1-0--71.43	141081	distance <= 25	18	***	8		140709-141063				ORF65	0	0	0	3	0	0	1	0	0	4	2
NC_001491.2	-	ORF65-Non-coding-novTX_645	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.156.1-0--71.43	141081	distance <= 25	1	***	8		140709-141082															
NC_001491.2	-	ORF65-Non-coding-novTX_646	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.156.1-0--71.43	141081	distance <= 50	32	***	8		140709-141113				ORF65	0	0	0	1	0	1	0	0	0	2	2
NC_001491.2	-	ORF65-Non-coding-novTX_647	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.156.1-0--71.43	141081	distance <= 100	69	***	8		140709-141150				ORF65	0	0	0	0	0	1	1	1	0	3	3
NC_001491.2	-	ORF65-Non-coding-novTX_648	Tombacz_et_al	Non-coding			NA		***	8		140709-141207				ORF65	0	0	0	1	2	0	0	0	0	3	2
NC_001491.2	-	ORF65-Non-coding-novTX_649	Tombacz_et_al	Non-coding			NA		***	8		140709-141245				ORF65	0	0	0	0	0	1	0	1	0	2	2
NC_001491.2	-	ORF65-Non-coding-novTX_671	Tombacz_et_al	Non-coding			NA		**	3		140709-141273				ORF65	0	0	0	0	1	0	0	0	1	2	2
NC_001491.2	-	ORF65-Non-coding-novTX_716	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.157.1-0--28.57	141461	distance <= 100	70	***	8		140709-141391				ORF65	0	0	1	1	0	0	0	0	1	3	3
NC_001491.2	-	ORF65-Non-coding-novTX_738	Tombacz_et_al	Non-coding			NA		***	8		140709-141359															
NC_001491.2	-	ORF65-Non-coding-novTX_767	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.157.1-0--28.57	141461	distance <= 100	82	***	6		140709-141543				ORF65	0	0	1	1	1	0	0	0	0	3	3
NC_001491.2	-	ORF65-Non-coding-short-novTX_634	Tombacz_et_al	Non-coding-short			NA		***	9		140709-140871				ORF65	0	1	0	1	0	1	0	0	0	3	3
NC_001491.2	-	ORF65-Non-coding-short-novTX_775	Tombacz_et_al	Non-coding-short			NA		***	9		140709-140862				ORF65	0	0	0	2	0	2	0	0	0	4	2
NC_001491.2	-	ORF65-Putative mRNA-novTX_677	Tombacz_et_al	Putative mRNA	mRNA.TU.25-TSS.157.1-0--28.57	141461	distance <= 25	12	**	5		140709-141473				ORF65	0	0	0	3	0	0	2	0	1	6	3
NC_001491.2	-	ORF65-Putative mRNA-novTX_764	Tombacz_et_al	Putative mRNA			NA		***	9		140709-140915				ORF65	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	-	ORF65.1	Torma_et_al	Putative mRNA			NA		***	9	200987.609388687	140709-142158				ORF65	0	10	10	73	75	53	3	5	33	262	8
NC_001491.2	-	ORF65.1-L1	Torma_et_al	Putative mRNA			NA		*	2	663.841797805	140709-143088				ORF65	0	0	0	0	2	11	1	0	8	22	4
NC_001491.2	-	ORF65.1-S	Torma_et_al	Putative mRNA			NA		**	4	1098.56362286	140709-141860				ORF65	0	3	15	45	10	11	3	1	2	90	8
NC_001491.2	-	ORF66.1	Torma_et_al	Putative mRNA			NA		***	9	12428.941132688	139558-140335				ORF66	0	0	1	41	97	145	19	16	6	325	7
NC_001491.2	-	ORF67	Torma_et_al		mRNA.TU.24-TSS.154.1-0--54.44	125323	distance <= 25	12	***	9	599025.292022764	124283-125335				ORF67	3	480	211	475	2317	2872	370	257	975	7960	9
NC_001491.2	-	ORF67-Monocistronic-Short-novTX_736	Tombacz_et_al	Monocistronic-Short	mRNA.TU.24-TSS.153.1-0--4.88	125241	distance <= 25	22	***	9		124283-125219				ORF67	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	-	ORF67-Monocistronic-Short-novTX_737	Tombacz_et_al	Monocistronic-Short	mRNA.TU.24-TSS.153.1-0--4.88	125241	distance <= 25	8	***	9		124283-125249				ORF67	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	-	ORF67-Monocistronic-Short-novTX_752	Tombacz_et_al	Monocistronic-Short	mRNA.TU.24-TSS.154.1-0--54.44	125323	distance <= 50	27	***	9		124283-125296				ORF67	0	0	0	1	0	1	0	0	1	3	3
NC_001491.2	-	ORF67-Monocistronic-Short-novTX_756	Tombacz_et_al	Monocistronic-Short	mRNA.TU.24-TSS.154.1-0--54.44	125323	distance <= 25	10	***	9		124283-125313				ORF67	0	0	0	0	0	1	1	0	0	2	2
NC_001491.2	-	ORF67-ORF68-ORF69-ORF70-ORF71-ORF72-ORF73-ORF74	Torma_et_al				NA					124289-137215															
NC_001491.2	-	ORF67-Putative mRNA-novTX_723	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.143.1-0--2.98	124590	distance <= 25	4	**	5		124283-124594				ORF67	0	0	0	2	0	0	0	0	0	2	1
NC_001491.2	-	ORF67-Putative mRNA-novTX_724	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.146.1-0--2.74	124732	distance <= 25	10	**	4		124283-124742				ORF67	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	-	ORF67-Putative mRNA-novTX_725	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.147.1-0--4.59	124787	distance <= 25	1	**	4		124283-124786															
NC_001491.2	-	ORF67-Putative mRNA-novTX_726	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.149.1-0--3.69	124956	distance <= 25	12	***	7		124283-124944															
NC_001491.2	-	ORF67-Putative mRNA-novTX_727	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.150.1-0--4.88	125041	distance <= 25	21	**	5		124283-125062				ORF67	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	-	ORF67-Putative mRNA-novTX_744	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.148.1-0--3.69	124830	distance <= 25	22	***	7		124283-124852				ORF67	0	0	0	1	0	0	0	1	0	2	2
NC_001491.2	-	ORF67-Putative mRNA-novTX_745	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.149.1-0--3.69	124956	distance <= 50	29	***	7		124283-124985				ORF67	0	0	0	1	1	2	0	0	0	4	3
NC_001491.2	-	ORF67-Putative mRNA-novTX_749	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.149.1-0--3.69	124956	distance <= 50	50	***	7		124283-124906				ORF67	0	0	0	0	1	2	1	0	1	5	4
NC_001491.2	-	ORF67-Putative mRNA-novTX_760	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.144.1-0--2.8	124632	distance <= 25	1	**	5		124283-124631				ORF67	0	0	0	1	1	3	1	0	1	7	5
NC_001491.2	-	ORF67-Putative mRNA-novTX_777	Tombacz_et_al	Putative mRNA	mRNA.TU.24-TSS.145.1-0--6.79	124691	distance <= 25	13	***	7		124283-124678				ORF67	0	0	0	0	3	1	1	0	3	8	4
NC_001491.2	-	ORF68-ORF67-PC-Canonic	Torma_et_al				NA		***	9	11681.601939274	124283-126358				ORF68	0	0	0	2	46	167	11	16	37	279	6
NC_001491.2	-	ORF68-ORF67-PC-Long	Torma_et_al				NA		**	3	414.72852833	124283-126611				ORF68	0	0	0	0	2	14	2	1	2	21	5
NC_001491.2	-	ORF69-ORF68-ORF67-CX-Canonic	Torma_et_al				NA					124283-127577				ORF68	0	0	0	0	2	11	1	2	7	23	5
NC_001491.2	-	ORF69-ORF68-ORF67-CX-Long	Torma_et_al				NA					124283-128030				ORF68	0	0	0	0	0	1	0	3	1	5	3
NC_001491.2	-	ORF69-ORF68-ORF67-CX-Long-2	Torma_et_al				NA		**	3	620.413615766	124283-128110				ORF68	0	0	0	0	0	6	1	0	2	9	3
NC_001491.2	-	ORF7-ORF6-ORF5-ORF4-PC-Canonic	Torma_et_al				NA		***	8	9141.218838931	3635-10331				ORF7	0	0	0	0	0	2	0	0	0	2	1
NC_001491.2	-	ORF7-ORF6-ORF5-PC-Canonic	Torma_et_al				NA		***	8	9141.218838931	4391-10331				ORF7	0	3	2	0	7	11	0	1	1	25	6
NC_001491.2	-	ORF70-ORF69-ORF68-ORF67-CX	Torma_et_al				NA					124283-129214				ORF68	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	-	ORF9	Torma_et_al		mRNA.TU.4-TSS.19.1-0--80.36	12247	distance <= 25	13				11064-12260				ORF9	0	14	39	176	303	315	55	34	49	985	8
NC_001491.2	-	ORF9-ORF8-ORF7-ORF6-ORF5-CX-Canonic	Torma_et_al		mRNA.TU.4-TSS.19.1-0--80.36	12247	distance <= 25	13				4391-12260				ORF9	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	-	ORF9-Putative mRNA-novTX_687	Tombacz_et_al	Putative mRNA	mRNA.TU.4-TSS.18.1-0--19.64	11558	distance <= 100	63	***	7		11062-11621															
NC_001491.2	-	ORF9-Putative mRNA-novTX_718	Tombacz_et_al	Putative mRNA	mRNA.TU.4-TSS.18.1-0--19.64	11558	distance <= 50	36	***	7		11062-11522				ORF9	0	0	0	1	3	1	0	0	1	6	4
NC_001491.2	-	TR1146	Torma_et_al				NA					140709-141873	142052-143601														
NC_001491.2	-	TR134	Torma_et_al				NA					11064-11596	13134-13390			ORF9	0	0	0	0	0	4	8	5	5	22	4
NC_001491.2	-	TR148	Torma_et_al				NA		***	9	200987.609388687	140709-141873	142052-142158			ORF65	2	253	358	370	489	534	24	12	48	2090	9
NC_001491.2	-	TR150	Torma_et_al				NA		***	9	200987.609388687	140709-141873	142092-142158			ORF65	0	125	153	139	168	150	8	5	20	768	8
NC_001491.2	-	TR152	Torma_et_al				NA		*	1	210.327058576	140709-141873	142092-142778			ORF65	0	0	0	0	0	0	0	1	2	3	2
NC_001491.2	-	TR154	Torma_et_al				NA		*	2	663.841797805	140709-141873	142092-143088			ORF65	0	0	0	0	0	2	0	0	1	3	2
NC_001491.2	-	TR162	Torma_et_al				NA					143303-143699	144024-144110			NOIR	0	0	0	0	0	0	0	2	8	10	2
NC_001491.2	-	TR166	Torma_et_al				NA		***	9	24468.663319812	143303-143699	143936-144282			NOIR	0	0	0	0	2	0	3	5	12	22	4
NC_001491.2	-	TR167	Torma_et_al				NA		***	9	24468.663319812	143303-143699	144024-144282			NOIR	0	11	2	4	6	7	4	2	13	49	8
NC_001491.2	-	TR168	Torma_et_al				NA		***	9	24468.663319812	143411-143699	144024-144282			NOIR	0	0	1	0	0	2	0	3	2	8	4
NC_001491.2	-	TR172	Torma_et_al				NA					11064-11596	13134-13409	14815-14907		ORF9	0	0	0	0	0	1	2	5	6	14	4
NC_001491.2	-	TR173	Torma_et_al				NA					11064-13409	14815-14907														
NC_001491.2	-	TR175	Torma_et_al				NA		*	1	105.163529288	11064-11596	13134-13409	14815-15032		ORF9	0	0	0	0	0	2	1	6	2	11	4
NC_001491.2	-	TR3	Torma_et_al				NA		*	1	210.327058576	140709-141873	142052-142778			ORF65	0	0	0	0	0	3	0	1	4	8	3
NC_001491.2	-	TR4	Torma_et_al				NA					140709-141873	142092-143622														
NC_001491.2	-	TR407	Torma_et_al				NA		***	7	3175.032342251	83090-84320	84435-84687														
NC_001491.2	-	TR409	Torma_et_al				NA		**	3	1937.737764945	83090-84320	84929-85121														
NC_001491.2	-	TR412	Torma_et_al				NA		*	1	105.163529288	83090-84320	84929-87726														
NC_001491.2	-	TR414	Torma_et_al				NA		***	5	2068.794195224	83090-84320	84929-87781														
NC_001491.2	-	TR416	Torma_et_al				NA		***	5	1177.808266601	83090-84320	87886-88377														
NC_001491.2	-	TR418	Torma_et_al				NA					83090-84320	87886-88988														
NC_001491.2	-	TR419	Torma_et_al				NA					83090-84320	87886-89226														
NC_001491.2	-	TR421	Torma_et_al				NA		*	2	960.522205515	83090-84320	89992-90427														
NC_001491.2	-	TR423	Torma_et_al				NA					83090-84320	91889-92062														
NC_001491.2	-	TR424	Torma_et_al				NA					83090-84320	91889-92179														
NC_001491.2	-	TR5	Torma_et_al				NA					143303-143699	143936-144110			NOIR	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	TR7	Torma_et_al				NA		***	9	24468.663319812	143411-143699	143936-144282			NOIR	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	TR8	Torma_et_al				NA		*	1	105.163529288	11064-13409	14815-15032														
NC_001491.2	-	TR_5240-ORF65.1-ORF64.1-PC-Canonic	Torma_et_al				NA		***	9	200987.609388687	139558-141873	142092-142158			ORF65	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	TR_5972-ORF40-CTO-ORF39-ORF38-ORF37-CX-Canonic	Torma_et_al				NA					69068-76361															
NC_001491.2	-	as18-Long	Torma_et_al				NA					34959-35409				ORF18	0	0	0	0	1	4	1	2	2	10	5
NC_001491.2	-	as18-canonic	Torma_et_al				NA					34959-35525				ORF18	0	0	0	0	0	9	5	1	5	20	4
NC_001491.2	-	as23	Torma_et_al				NA					52040-55141															
NC_001491.2	-	as24-AT	Torma_et_al				NA		**	3	668.660595257	42724-43519				ORF24	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	-	as24-Canonic	Torma_et_al				NA		**	3	668.660595257	41728-43519															
NC_001491.2	-	as27	Torma_et_al				NA					61214-61815				ORF27	0	0	0	0	1	2	1	5	1	10	5
NC_001491.2	-	as32-Canonic	Torma_et_al				NA					58078-59824				ORF32	0	0	0	0	0	3	3	1	1	8	4
NC_001491.2	-	as32-Long1	Torma_et_al				NA		**	4	1547.065164335	58078-61090				ORF32	0	0	0	0	0	6	0	3	1	10	3
NC_001491.2	-	as32-Long2	Torma_et_al				NA		***	5	1240.65040522	58078-61257				ORF32	0	0	0	0	3	22	4	0	2	31	4
NC_001491.2	-	as32-Long3	Torma_et_al				NA					58078-61815				ORF32	0	0	0	0	0	5	1	3	0	9	3
NC_001491.2	-	as32-Long4	Torma_et_al				NA					58078-63941				ORF32	0	0	0	0	1	2	0	1	0	4	3
NC_001491.2	-	as34	Torma_et_al				NA		**	3	763.079738271	64367-65066				ORF34	0	0	0	2	3	21	5	7	10	48	6
NC_001491.2	-	as43	Torma_et_al				NA					81889-82583															
NC_001491.2	-	as49-48	Torma_et_al				NA		*	2	960.522205515	89245-90427				ORF49	0	0	0	1	2	3	3	0	1	10	5
NC_001491.2	-	as54	Torma_et_al				NA					99190-99332															
NC_001491.2	-	as70-Canonic	Torma_et_al				NA		**	3	620.413615766	127858-128110				ORF70	0	0	0	0	0	2	3	3	5	13	4
NC_001491.2	-	as70-Short	Torma_et_al				NA					127858-128030				ORF70	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	-	as72-AT	Torma_et_al				NA					132040-132362				ORF72	0	0	0	0	1	4	0	0	0	5	2
NC_001491.2	-	as72-Canonic	Torma_et_al				NA					131771-132362				ORF72	0	0	0	0	0	7	1	3	8	19	4
NC_001491.2	-	as74	Torma_et_al				NA					134210-135508				ORF74	0	0	0	0	2	5	0	3	3	13	4
NC_001491.2	-	as9	Torma_et_al				NA					14922-15699															
