seqnames	strand	gene	score	support	start	end	width	thick.start	thick.end	thick.width	thick.names	clusterType	orientation	prime5	prime3	TSS.win.start	TSS.win.end	CAGE_significance
NC_001491.2	+	CAGE_cluster_191	269.1065662	1	25668	25668	1	25668	25668	1	NC_001491.2:25668-25668;+	TSS	1	25668	25668	25668	25668	*
NC_001491.2	+	CAGE_cluster_192	544.365813827	1	25733	25733	1	25733	25733	1	NC_001491.2:25733-25733;+	TSS	1	25733	25733	25733	25733	*
NC_001491.2	+	CAGE_cluster_193	309.564999042	2	26227	26230	4	26227	26227	1	NC_001491.2:26227-26230;+	TSS	1	26227	26230	26227	26230	*
NC_001491.2	+	CAGE_cluster_194	2342.723223295	5	26550	26594	45	26566	26566	1	NC_001491.2:26550-26594;+	TSS	1	26550	26594	26550	26594	**
NC_001491.2	+	CAGE_cluster_195	722.621305429	2	26715	26733	19	26715	26715	1	NC_001491.2:26715-26733;+	TSS	1	26715	26733	26715	26733	*
NC_001491.2	+	CAGE_cluster_196	3596.028037044	8	27257	27281	25	27258	27258	1	NC_001491.2:27257-27281;+	TSS	1	27257	27281	27257	27281	***
NC_001491.2	+	CAGE_cluster_197	197.745699031	1	28343	28343	1	28343	28343	1	NC_001491.2:28343-28343;+	TSS	1	28343	28343	28343	28343	*
NC_001491.2	+	CAGE_cluster_198	954.169666579	4	28667	28668	2	28668	28668	1	NC_001491.2:28667-28668;+	TSS	1	28667	28668	28667	28668	**
NC_001491.2	+	CAGE_cluster_199	155.424308362	1	28689	28689	1	28689	28689	1	NC_001491.2:28689-28689;+	TSS	1	28689	28689	28689	28689	*
NC_001491.2	+	CAGE_cluster_2	2725.24101483	5	940	952	13	948	948	1	NC_001491.2:940-952;+	TSS	1	940	952	940	952	**
NC_001491.2	+	CAGE_cluster_20	197.745699031	1	2851	2851	1	2851	2851	1	NC_001491.2:2851-2851;+	TSS	1	2851	2851	2851	2851	*
NC_001491.2	+	CAGE_cluster_200	269.1065662	1	29103	29103	1	29103	29103	1	NC_001491.2:29103-29103;+	TSS	1	29103	29103	29103	29103	*
NC_001491.2	+	CAGE_cluster_201	269.1065662	1	29193	29193	1	29193	29193	1	NC_001491.2:29193-29193;+	TSS	1	29193	29193	29193	29193	*
NC_001491.2	+	CAGE_cluster_202	380.925866211	2	29333	29333	1	29333	29333	1	NC_001491.2:29333-29333;+	TSS	1	29333	29333	29333	29333	*
NC_001491.2	+	CAGE_cluster_203	197.745699031	1	30197	30197	1	30197	30197	1	NC_001491.2:30197-30197;+	TSS	1	30197	30197	30197	30197	*
NC_001491.2	+	CAGE_cluster_204	111.819300011	1	30460	30460	1	30460	30460	1	NC_001491.2:30460-30460;+	TSS	1	30460	30460	30460	30460	*
NC_001491.2	+	CAGE_cluster_205	105.163529288	1	30995	30995	1	30995	30995	1	NC_001491.2:30995-30995;+	TSS	1	30995	30995	30995	30995	*
NC_001491.2	+	CAGE_cluster_206	269.1065662	1	31249	31249	1	31249	31249	1	NC_001491.2:31249-31249;+	TSS	1	31249	31249	31249	31249	*
NC_001491.2	+	CAGE_cluster_207	111.819300011	1	31879	31879	1	31879	31879	1	NC_001491.2:31879-31879;+	TSS	1	31879	31879	31879	31879	*
NC_001491.2	+	CAGE_cluster_208	197.745699031	1	32229	32229	1	32229	32229	1	NC_001491.2:32229-32229;+	TSS	1	32229	32229	32229	32229	*
NC_001491.2	+	CAGE_cluster_209	453.514739229	1	32395	32395	1	32395	32395	1	NC_001491.2:32395-32395;+	TSS	1	32395	32395	32395	32395	*
NC_001491.2	+	CAGE_cluster_21	1304.354588422	4	3040	3063	24	3063	3063	1	NC_001491.2:3040-3063;+	TSS	1	3040	3063	3040	3063	**
NC_001491.2	+	CAGE_cluster_210	269.1065662	1	32730	32730	1	32730	32730	1	NC_001491.2:32730-32730;+	TSS	1	32730	32730	32730	32730	*
NC_001491.2	+	CAGE_cluster_211	1567.730157961	4	32889	32906	18	32889	32889	1	NC_001491.2:32889-32906;+	TSS	1	32889	32906	32889	32906	**
NC_001491.2	+	CAGE_cluster_212	105.163529288	1	32980	32980	1	32980	32980	1	NC_001491.2:32980-32980;+	TSS	1	32980	32980	32980	32980	*
NC_001491.2	+	CAGE_cluster_213	2651.840341824	5	33143	33149	7	33145	33145	1	NC_001491.2:33143-33149;+	TSS	1	33143	33149	33143	33149	**
NC_001491.2	+	CAGE_cluster_214	11862.110589904	8	33216	33240	25	33238	33238	1	NC_001491.2:33216-33240;+	TSS	1	33216	33240	33216	33240	***
NC_001491.2	+	CAGE_cluster_215	197.745699031	1	33450	33450	1	33450	33450	1	NC_001491.2:33450-33450;+	TSS	1	33450	33450	33450	33450	*
NC_001491.2	+	CAGE_cluster_216	105.163529288	1	33529	33529	1	33529	33529	1	NC_001491.2:33529-33529;+	TSS	1	33529	33529	33529	33529	*
NC_001491.2	+	CAGE_cluster_217	155.424308362	1	34141	34141	1	34141	34141	1	NC_001491.2:34141-34141;+	TSS	1	34141	34141	34141	34141	*
NC_001491.2	+	CAGE_cluster_218	105.163529288	1	34294	34294	1	34294	34294	1	NC_001491.2:34294-34294;+	TSS	1	34294	34294	34294	34294	*
NC_001491.2	+	CAGE_cluster_219	372.407137661	3	34438	34449	12	34449	34449	1	NC_001491.2:34438-34449;+	TSS	1	34438	34449	34438	34449	**
NC_001491.2	+	CAGE_cluster_22	223.638600022	1	3215	3215	1	3215	3215	1	NC_001491.2:3215-3215;+	TSS	1	3215	3215	3215	3215	*
NC_001491.2	+	CAGE_cluster_220	105.163529288	1	34536	34536	1	34536	34536	1	NC_001491.2:34536-34536;+	TSS	1	34536	34536	34536	34536	*
NC_001491.2	+	CAGE_cluster_221	466.852265231	2	34579	34596	18	34596	34596	1	NC_001491.2:34579-34596;+	TSS	1	34579	34596	34579	34596	*
NC_001491.2	+	CAGE_cluster_222	608.939047591	2	34665	34670	6	34665	34665	1	NC_001491.2:34665-34670;+	TSS	1	34665	34670	34665	34670	*
NC_001491.2	+	CAGE_cluster_223	811.6094222	3	34795	34804	10	34797	34797	1	NC_001491.2:34795-34804;+	TSS	1	34795	34804	34795	34804	***
NC_001491.2	+	CAGE_cluster_224	395.491398062	2	34861	34864	4	34861	34861	1	NC_001491.2:34861-34864;+	TSS	1	34861	34864	34861	34864	*
NC_001491.2	+	CAGE_cluster_225	735.958831431	2	34908	34930	23	34908	34908	1	NC_001491.2:34908-34930;+	TSS	1	34908	34930	34908	34930	*
NC_001491.2	+	CAGE_cluster_226	111.819300011	1	34959	34959	1	34959	34959	1	NC_001491.2:34959-34959;+	TSS	1	34959	34959	34959	34959	*
NC_001491.2	+	CAGE_cluster_227	197.745699031	1	35098	35098	1	35098	35098	1	NC_001491.2:35098-35098;+	TSS	1	35098	35098	35098	35098	*
NC_001491.2	+	CAGE_cluster_228	260.58783765	2	35134	35134	1	35134	35134	1	NC_001491.2:35134-35134;+	TSS	1	35134	35134	35134	35134	*
NC_001491.2	+	CAGE_cluster_229	670.497568528	3	35176	35192	17	35192	35192	1	NC_001491.2:35176-35192;+	TSS	1	35176	35192	35176	35192	**
NC_001491.2	+	CAGE_cluster_23	3123.211837139	7	3293	3296	4	3296	3296	1	NC_001491.2:3293-3296;+	TSS	1	3293	3296	3293	3296	***
NC_001491.2	+	CAGE_cluster_230	105.163529288	1	35430	35430	1	35430	35430	1	NC_001491.2:35430-35430;+	TSS	1	35430	35430	35430	35430	*
NC_001491.2	+	CAGE_cluster_231	1404.846519293	5	35460	35476	17	35463	35463	1	NC_001491.2:35460-35476;+	TSS	1	35460	35476	35460	35476	**
NC_001491.2	+	CAGE_cluster_232	453.514739229	1	35579	35579	1	35579	35579	1	NC_001491.2:35579-35579;+	TSS	1	35579	35579	35579	35579	*
NC_001491.2	+	CAGE_cluster_233	260.58783765	2	35619	35622	4	35622	35622	1	NC_001491.2:35619-35622;+	TSS	1	35619	35622	35619	35622	*
NC_001491.2	+	CAGE_cluster_234	111.819300011	1	35643	35643	1	35643	35643	1	NC_001491.2:35643-35643;+	TSS	1	35643	35643	35643	35643	*
NC_001491.2	+	CAGE_cluster_235	558.678268517	2	35701	35701	1	35701	35701	1	NC_001491.2:35701-35701;+	TSS	1	35701	35701	35701	35701	*
NC_001491.2	+	CAGE_cluster_236	1660.197731002	5	35748	35766	19	35757	35757	1	NC_001491.2:35748-35766;+	TSS	1	35748	35766	35748	35766	**
NC_001491.2	+	CAGE_cluster_237	197.745699031	1	35790	35790	1	35790	35790	1	NC_001491.2:35790-35790;+	TSS	1	35790	35790	35790	35790	*
NC_001491.2	+	CAGE_cluster_238	18095.726569057	9	35811	35814	4	35814	35814	1	NC_001491.2:35811-35814;+	TSS	1	35811	35814	35811	35814	***
NC_001491.2	+	CAGE_cluster_239	111.819300011	1	35863	35863	1	35863	35863	1	NC_001491.2:35863-35863;+	TSS	1	35863	35863	35863	35863	*
NC_001491.2	+	CAGE_cluster_24	105.163529288	1	3322	3322	1	3322	3322	1	NC_001491.2:3322-3322;+	TSS	1	3322	3322	3322	3322	*
NC_001491.2	+	CAGE_cluster_240	782.316868539	3	35896	35904	9	35896	35896	1	NC_001491.2:35896-35904;+	TSS	1	35896	35904	35896	35904	***
NC_001491.2	+	CAGE_cluster_241	570.152836692	4	36027	36032	6	36027	36027	1	NC_001491.2:36027-36032;+	TSS	1	36027	36032	36027	36032	**
NC_001491.2	+	CAGE_cluster_242	1378.806419267	4	36080	36094	15	36091	36091	1	NC_001491.2:36080-36094;+	TSS	1	36080	36094	36080	36094	**
NC_001491.2	+	CAGE_cluster_243	302.909228319	2	36144	36163	20	36144	36144	1	NC_001491.2:36144-36163;+	TSS	1	36144	36163	36144	36163	*
NC_001491.2	+	CAGE_cluster_244	111.819300011	1	36384	36384	1	36384	36384	1	NC_001491.2:36384-36384;+	TSS	1	36384	36384	36384	36384	*
NC_001491.2	+	CAGE_cluster_245	18947.390946037	9	36468	36504	37	36500	36500	1	NC_001491.2:36468-36504;+	TSS	1	36468	36504	36468	36504	***
NC_001491.2	+	CAGE_cluster_246	155.424308362	1	36581	36581	1	36581	36581	1	NC_001491.2:36581-36581;+	TSS	1	36581	36581	36581	36581	*
NC_001491.2	+	CAGE_cluster_247	111.819300011	1	36687	36687	1	36687	36687	1	NC_001491.2:36687-36687;+	TSS	1	36687	36687	36687	36687	*
NC_001491.2	+	CAGE_cluster_248	105.163529288	1	36996	36996	1	36996	36996	1	NC_001491.2:36996-36996;+	TSS	1	36996	36996	36996	36996	*
NC_001491.2	+	CAGE_cluster_249	643.376661688	2	37052	37066	15	37052	37052	1	NC_001491.2:37052-37066;+	TSS	1	37052	37066	37052	37066	*
NC_001491.2	+	CAGE_cluster_25	1153.304861418	3	3353	3355	3	3355	3355	1	NC_001491.2:3353-3355;+	TSS	1	3353	3355	3353	3355	***
NC_001491.2	+	CAGE_cluster_250	155.424308362	1	37199	37199	1	37199	37199	1	NC_001491.2:37199-37199;+	TSS	1	37199	37199	37199	37199	*
NC_001491.2	+	CAGE_cluster_251	762.776506484	1	38392	38392	1	38392	38392	1	NC_001491.2:38392-38392;+	TSS	1	38392	38392	38392	38392	*
NC_001491.2	+	CAGE_cluster_252	155.424308362	1	38448	38448	1	38448	38448	1	NC_001491.2:38448-38448;+	TSS	1	38448	38448	38448	38448	*
NC_001491.2	+	CAGE_cluster_253	155.424308362	1	38984	38984	1	38984	38984	1	NC_001491.2:38984-38984;+	TSS	1	38984	38984	38984	38984	*
NC_001491.2	+	CAGE_cluster_254	105.163529288	1	39036	39036	1	39036	39036	1	NC_001491.2:39036-39036;+	TSS	1	39036	39036	39036	39036	*
NC_001491.2	+	CAGE_cluster_255	269.1065662	1	39729	39729	1	39729	39729	1	NC_001491.2:39729-39729;+	TSS	1	39729	39729	39729	39729	*
NC_001491.2	+	CAGE_cluster_256	197.745699031	1	39830	39830	1	39830	39830	1	NC_001491.2:39830-39830;+	TSS	1	39830	39830	39830	39830	*
NC_001491.2	+	CAGE_cluster_257	197.745699031	1	40044	40044	1	40044	40044	1	NC_001491.2:40044-40044;+	TSS	1	40044	40044	40044	40044	*
NC_001491.2	+	CAGE_cluster_258	155.424308362	1	40157	40157	1	40157	40157	1	NC_001491.2:40157-40157;+	TSS	1	40157	40157	40157	40157	*
NC_001491.2	+	CAGE_cluster_259	544.365813827	1	40576	40576	1	40576	40576	1	NC_001491.2:40576-40576;+	TSS	1	40576	40576	40576	40576	*
NC_001491.2	+	CAGE_cluster_26	1031.883072684	2	3425	3425	1	3425	3425	1	NC_001491.2:3425-3425;+	TSS	1	3425	3425	3425	3425	*
NC_001491.2	+	CAGE_cluster_260	960.522205515	2	40795	40799	5	40795	40795	1	NC_001491.2:40795-40799;+	TSS	1	40795	40799	40795	40799	*
NC_001491.2	+	CAGE_cluster_261	197.745699031	1	40821	40821	1	40821	40821	1	NC_001491.2:40821-40821;+	TSS	1	40821	40821	40821	40821	*
NC_001491.2	+	CAGE_cluster_262	197.745699031	1	40923	40923	1	40923	40923	1	NC_001491.2:40923-40923;+	TSS	1	40923	40923	40923	40923	*
NC_001491.2	+	CAGE_cluster_263	670.497568528	3	40960	40960	1	40960	40960	1	NC_001491.2:40960-40960;+	TSS	1	40960	40960	40960	40960	**
NC_001491.2	+	CAGE_cluster_264	565.33403924	2	41006	41006	1	41006	41006	1	NC_001491.2:41006-41006;+	TSS	1	41006	41006	41006	41006	*
NC_001491.2	+	CAGE_cluster_265	269.1065662	1	41051	41051	1	41051	41051	1	NC_001491.2:41051-41051;+	TSS	1	41051	41051	41051	41051	*
NC_001491.2	+	CAGE_cluster_266	111.819300011	1	41139	41139	1	41139	41139	1	NC_001491.2:41139-41139;+	TSS	1	41139	41139	41139	41139	*
NC_001491.2	+	CAGE_cluster_267	269.1065662	1	41198	41198	1	41198	41198	1	NC_001491.2:41198-41198;+	TSS	1	41198	41198	41198	41198	*
NC_001491.2	+	CAGE_cluster_268	269.1065662	1	41255	41255	1	41255	41255	1	NC_001491.2:41255-41255;+	TSS	1	41255	41255	41255	41255	*
NC_001491.2	+	CAGE_cluster_269	309.564999042	2	41378	41378	1	41378	41378	1	NC_001491.2:41378-41378;+	TSS	1	41378	41378	41378	41378	*
NC_001491.2	+	CAGE_cluster_27	155.424308362	1	3450	3450	1	3450	3450	1	NC_001491.2:3450-3450;+	TSS	1	3450	3450	3450	3450	*
NC_001491.2	+	CAGE_cluster_270	197.745699031	1	41436	41436	1	41436	41436	1	NC_001491.2:41436-41436;+	TSS	1	41436	41436	41436	41436	*
NC_001491.2	+	CAGE_cluster_271	197.745699031	1	41609	41609	1	41609	41609	1	NC_001491.2:41609-41609;+	TSS	1	41609	41609	41609	41609	*
NC_001491.2	+	CAGE_cluster_272	197.745699031	1	41635	41635	1	41635	41635	1	NC_001491.2:41635-41635;+	TSS	1	41635	41635	41635	41635	*
NC_001491.2	+	CAGE_cluster_273	111.819300011	1	41771	41771	1	41771	41771	1	NC_001491.2:41771-41771;+	TSS	1	41771	41771	41771	41771	*
NC_001491.2	+	CAGE_cluster_274	197.745699031	1	41966	41966	1	41966	41966	1	NC_001491.2:41966-41966;+	TSS	1	41966	41966	41966	41966	*
NC_001491.2	+	CAGE_cluster_275	111.819300011	1	42033	42033	1	42033	42033	1	NC_001491.2:42033-42033;+	TSS	1	42033	42033	42033	42033	*
NC_001491.2	+	CAGE_cluster_276	155.424308362	1	42230	42230	1	42230	42230	1	NC_001491.2:42230-42230;+	TSS	1	42230	42230	42230	42230	*
NC_001491.2	+	CAGE_cluster_277	269.1065662	1	42328	42328	1	42328	42328	1	NC_001491.2:42328-42328;+	TSS	1	42328	42328	42328	42328	*
NC_001491.2	+	CAGE_cluster_278	197.745699031	1	42350	42350	1	42350	42350	1	NC_001491.2:42350-42350;+	TSS	1	42350	42350	42350	42350	*
NC_001491.2	+	CAGE_cluster_279	847.275042146	3	42441	42468	28	42468	42468	1	NC_001491.2:42441-42468;+	TSS	1	42441	42468	42441	42468	***
NC_001491.2	+	CAGE_cluster_28	105.163529288	1	4492	4492	1	4492	4492	1	NC_001491.2:4492-4492;+	TSS	1	4492	4492	4492	4492	*
NC_001491.2	+	CAGE_cluster_280	111.819300011	1	42599	42599	1	42599	42599	1	NC_001491.2:42599-42599;+	TSS	1	42599	42599	42599	42599	*
NC_001491.2	+	CAGE_cluster_281	105.163529288	1	42837	42837	1	42837	42837	1	NC_001491.2:42837-42837;+	TSS	1	42837	42837	42837	42837	*
NC_001491.2	+	CAGE_cluster_282	269.1065662	1	42955	42955	1	42955	42955	1	NC_001491.2:42955-42955;+	TSS	1	42955	42955	42955	42955	*
NC_001491.2	+	CAGE_cluster_283	111.819300011	1	43003	43003	1	43003	43003	1	NC_001491.2:43003-43003;+	TSS	1	43003	43003	43003	43003	*
NC_001491.2	+	CAGE_cluster_284	105.163529288	1	43029	43029	1	43029	43029	1	NC_001491.2:43029-43029;+	TSS	1	43029	43029	43029	43029	*
NC_001491.2	+	CAGE_cluster_285	309.564999042	2	43157	43161	5	43161	43161	1	NC_001491.2:43157-43161;+	TSS	1	43157	43161	43157	43161	*
NC_001491.2	+	CAGE_cluster_286	197.745699031	1	43380	43380	1	43380	43380	1	NC_001491.2:43380-43380;+	TSS	1	43380	43380	43380	43380	*
NC_001491.2	+	CAGE_cluster_287	155.424308362	1	43405	43405	1	43405	43405	1	NC_001491.2:43405-43405;+	TSS	1	43405	43405	43405	43405	*
NC_001491.2	+	CAGE_cluster_288	111.819300011	1	43514	43514	1	43514	43514	1	NC_001491.2:43514-43514;+	TSS	1	43514	43514	43514	43514	*
NC_001491.2	+	CAGE_cluster_289	197.745699031	1	43694	43694	1	43694	43694	1	NC_001491.2:43694-43694;+	TSS	1	43694	43694	43694	43694	*
NC_001491.2	+	CAGE_cluster_29	223.638600022	1	4834	4834	1	4834	4834	1	NC_001491.2:4834-4834;+	TSS	1	4834	4834	4834	4834	*
NC_001491.2	+	CAGE_cluster_290	302.909228319	2	43754	43754	1	43754	43754	1	NC_001491.2:43754-43754;+	TSS	1	43754	43754	43754	43754	*
NC_001491.2	+	CAGE_cluster_291	380.925866211	2	43870	43883	14	43883	43883	1	NC_001491.2:43870-43883;+	TSS	1	43870	43883	43870	43883	*
NC_001491.2	+	CAGE_cluster_292	105.163529288	1	43991	43991	1	43991	43991	1	NC_001491.2:43991-43991;+	TSS	1	43991	43991	43991	43991	*
NC_001491.2	+	CAGE_cluster_293	111.819300011	1	44060	44060	1	44060	44060	1	NC_001491.2:44060-44060;+	TSS	1	44060	44060	44060	44060	*
NC_001491.2	+	CAGE_cluster_294	197.745699031	1	44110	44110	1	44110	44110	1	NC_001491.2:44110-44110;+	TSS	1	44110	44110	44110	44110	*
NC_001491.2	+	CAGE_cluster_295	197.745699031	1	44202	44202	1	44202	44202	1	NC_001491.2:44202-44202;+	TSS	1	44202	44202	44202	44202	*
NC_001491.2	+	CAGE_cluster_296	105.163529288	1	44242	44242	1	44242	44242	1	NC_001491.2:44242-44242;+	TSS	1	44242	44242	44242	44242	*
NC_001491.2	+	CAGE_cluster_297	223.638600022	1	44273	44273	1	44273	44273	1	NC_001491.2:44273-44273;+	TSS	1	44273	44273	44273	44273	*
NC_001491.2	+	CAGE_cluster_298	302.909228319	2	44294	44305	12	44294	44294	1	NC_001491.2:44294-44305;+	TSS	1	44294	44305	44294	44305	*
NC_001491.2	+	CAGE_cluster_299	1114.518650519	5	44336	44358	23	44336	44336	1	NC_001491.2:44336-44358;+	TSS	1	44336	44358	44336	44358	**
NC_001491.2	+	CAGE_cluster_3	1583.62946212	3	988	989	2	989	989	1	NC_001491.2:988-989;+	TSS	1	988	989	988	989	***
NC_001491.2	+	CAGE_cluster_30	453.514739229	1	5170	5170	1	5170	5170	1	NC_001491.2:5170-5170;+	TSS	1	5170	5170	5170	5170	*
NC_001491.2	+	CAGE_cluster_300	761.348643126	3	44388	44419	32	44419	44419	1	NC_001491.2:44388-44419;+	TSS	1	44388	44419	44388	44419	**
NC_001491.2	+	CAGE_cluster_301	464.989307404	3	44451	44451	1	44451	44451	1	NC_001491.2:44451-44451;+	TSS	1	44451	44451	44451	44451	**
NC_001491.2	+	CAGE_cluster_302	874.595806495	2	44482	44491	10	44491	44491	1	NC_001491.2:44482-44491;+	TSS	1	44482	44491	44482	44491	*
NC_001491.2	+	CAGE_cluster_303	1073.625123208	2	44527	44543	17	44543	44543	1	NC_001491.2:44527-44543;+	TSS	1	44527	44543	44527	44543	*
NC_001491.2	+	CAGE_cluster_304	111.819300011	1	44584	44584	1	44584	44584	1	NC_001491.2:44584-44584;+	TSS	1	44584	44584	44584	44584	*
NC_001491.2	+	CAGE_cluster_305	105.163529288	1	44723	44723	1	44723	44723	1	NC_001491.2:44723-44723;+	TSS	1	44723	44723	44723	44723	*
NC_001491.2	+	CAGE_cluster_306	111.819300011	1	44748	44748	1	44748	44748	1	NC_001491.2:44748-44748;+	TSS	1	44748	44748	44748	44748	*
NC_001491.2	+	CAGE_cluster_307	155.424308362	1	44790	44790	1	44790	44790	1	NC_001491.2:44790-44790;+	TSS	1	44790	44790	44790	44790	*
NC_001491.2	+	CAGE_cluster_308	155.424308362	1	44988	44988	1	44988	44988	1	NC_001491.2:44988-44988;+	TSS	1	44988	44988	44988	44988	*
NC_001491.2	+	CAGE_cluster_309	269.1065662	1	45018	45018	1	45018	45018	1	NC_001491.2:45018-45018;+	TSS	1	45018	45018	45018	45018	*
NC_001491.2	+	CAGE_cluster_31	197.745699031	1	5325	5325	1	5325	5325	1	NC_001491.2:5325-5325;+	TSS	1	5325	5325	5325	5325	*
NC_001491.2	+	CAGE_cluster_310	453.514739229	1	45086	45086	1	45086	45086	1	NC_001491.2:45086-45086;+	TSS	1	45086	45086	45086	45086	*
NC_001491.2	+	CAGE_cluster_311	111.819300011	1	45122	45122	1	45122	45122	1	NC_001491.2:45122-45122;+	TSS	1	45122	45122	45122	45122	*
NC_001491.2	+	CAGE_cluster_312	111.819300011	1	45267	45267	1	45267	45267	1	NC_001491.2:45267-45267;+	TSS	1	45267	45267	45267	45267	*
NC_001491.2	+	CAGE_cluster_313	421.384299053	2	45391	45398	8	45391	45391	1	NC_001491.2:45391-45398;+	TSS	1	45391	45398	45391	45398	*
NC_001491.2	+	CAGE_cluster_314	544.365813827	1	45429	45429	1	45429	45429	1	NC_001491.2:45429-45429;+	TSS	1	45429	45429	45429	45429	*
NC_001491.2	+	CAGE_cluster_315	10025.662746044	8	45479	45486	8	45483	45483	1	NC_001491.2:45479-45486;+	TSS	1	45479	45486	45479	45486	***
NC_001491.2	+	CAGE_cluster_316	742.111512858	2	45637	45637	1	45637	45637	1	NC_001491.2:45637-45637;+	TSS	1	45637	45637	45637	45637	*
NC_001491.2	+	CAGE_cluster_317	1854.987590409	6	45784	45803	20	45800	45800	1	NC_001491.2:45784-45803;+	TSS	1	45784	45803	45784	45803	***
NC_001491.2	+	CAGE_cluster_318	853.930812869	3	45832	45840	9	45832	45832	1	NC_001491.2:45832-45840;+	TSS	1	45832	45840	45832	45840	***
NC_001491.2	+	CAGE_cluster_319	155.424308362	1	45879	45879	1	45879	45879	1	NC_001491.2:45879-45879;+	TSS	1	45879	45879	45879	45879	*
NC_001491.2	+	CAGE_cluster_32	105.163529288	1	5499	5499	1	5499	5499	1	NC_001491.2:5499-5499;+	TSS	1	5499	5499	5499	5499	*
NC_001491.2	+	CAGE_cluster_320	1651.013070769	4	46064	46066	3	46066	46066	1	NC_001491.2:46064-46066;+	TSS	1	46064	46066	46064	46066	**
NC_001491.2	+	CAGE_cluster_321	216.982829299	2	46122	46124	3	46122	46122	1	NC_001491.2:46122-46124;+	TSS	1	46122	46124	46122	46124	*
NC_001491.2	+	CAGE_cluster_322	762.776506484	1	46325	46325	1	46325	46325	1	NC_001491.2:46325-46325;+	TSS	1	46325	46325	46325	46325	*
NC_001491.2	+	CAGE_cluster_323	105.163529288	1	46368	46368	1	46368	46368	1	NC_001491.2:46368-46368;+	TSS	1	46368	46368	46368	46368	*
NC_001491.2	+	CAGE_cluster_324	105.163529288	1	46485	46485	1	46485	46485	1	NC_001491.2:46485-46485;+	TSS	1	46485	46485	46485	46485	*
NC_001491.2	+	CAGE_cluster_325	395.491398062	1	46608	46608	1	46608	46608	1	NC_001491.2:46608-46608;+	TSS	1	46608	46608	46608	46608	*
NC_001491.2	+	CAGE_cluster_326	105.163529288	1	46899	46899	1	46899	46899	1	NC_001491.2:46899-46899;+	TSS	1	46899	46899	46899	46899	*
NC_001491.2	+	CAGE_cluster_327	155.424308362	1	46954	46954	1	46954	46954	1	NC_001491.2:46954-46954;+	TSS	1	46954	46954	46954	46954	*
NC_001491.2	+	CAGE_cluster_328	458.333536681	3	47033	47036	4	47033	47033	1	NC_001491.2:47033-47036;+	TSS	1	47033	47036	47033	47036	**
NC_001491.2	+	CAGE_cluster_329	105.163529288	1	47428	47428	1	47428	47428	1	NC_001491.2:47428-47428;+	TSS	1	47428	47428	47428	47428	*
NC_001491.2	+	CAGE_cluster_33	197.745699031	1	5554	5554	1	5554	5554	1	NC_001491.2:5554-5554;+	TSS	1	5554	5554	5554	5554	*
NC_001491.2	+	CAGE_cluster_330	197.745699031	1	47484	47484	1	47484	47484	1	NC_001491.2:47484-47484;+	TSS	1	47484	47484	47484	47484	*
NC_001491.2	+	CAGE_cluster_331	197.745699031	1	47625	47625	1	47625	47625	1	NC_001491.2:47625-47625;+	TSS	1	47625	47625	47625	47625	*
NC_001491.2	+	CAGE_cluster_332	762.776506484	1	48107	48107	1	48107	48107	1	NC_001491.2:48107-48107;+	TSS	1	48107	48107	48107	48107	*
NC_001491.2	+	CAGE_cluster_333	197.745699031	1	48327	48327	1	48327	48327	1	NC_001491.2:48327-48327;+	TSS	1	48327	48327	48327	48327	*
NC_001491.2	+	CAGE_cluster_334	8237.944903407	8	48408	48423	16	48421	48421	1	NC_001491.2:48408-48423;+	TSS	1	48408	48423	48408	48423	***
NC_001491.2	+	CAGE_cluster_335	2831.970866237	6	48529	48568	40	48536	48536	1	NC_001491.2:48529-48568;+	TSS	1	48529	48568	48529	48568	***
NC_001491.2	+	CAGE_cluster_336	453.514739229	1	48921	48921	1	48921	48921	1	NC_001491.2:48921-48921;+	TSS	1	48921	48921	48921	48921	*
NC_001491.2	+	CAGE_cluster_337	105.163529288	1	49152	49152	1	49152	49152	1	NC_001491.2:49152-49152;+	TSS	1	49152	49152	49152	49152	*
NC_001491.2	+	CAGE_cluster_338	105.163529288	1	49237	49237	1	49237	49237	1	NC_001491.2:49237-49237;+	TSS	1	49237	49237	49237	49237	*
